participant_uid,participant_index,trial_number,pattern_id,success,solution_sequence_ops,solution_sequence_ops_json,solution_sequence_steps_json,solution_sequence_symbolic_json,solution_sequence_symbolic_str,solution_signature,steps_count,time_spent_sec
P_1769252147621_u8aeiyq60,20,8,8,1,add -> reflect_v -> add -> overlap -> reflect_h -> add,"[""add"",""reflect_v"",""add"",""overlap"",""reflect_h"",""add""]","[""add"",""reflect_v"",""add"",""overlap"",""reflect_h"",""add""]","[""W1 = add(diag, blank)"",""W2 = reflect_v(diag)"",""W3 = add(diag, W2)"",""W4 = overlap(W3, line_h)"",""W5 = reflect_h(W4)"",""W6 = add(W4, W5)""]","W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = overlap(W3, line_h) ; W5 = reflect_h(W4) ; W6 = add(W4, W5)",add|reflect_v|add|overlap|reflect_h|add,6,143.194
P_1769252147621_u8aeiyq60,20,9,9,1,add,"[""add""]","[""add""]","[""W1 = add(square, H339)""]","W1 = add(square, H339)",add,1,14.612
P_1769252147621_u8aeiyq60,20,10,10,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(square, H339)"",""W2 = invert(W1)""]","W1 = add(square, H339) ; W2 = invert(W1)",add|invert,2,12.998
P_1769252147621_u8aeiyq60,20,11,11,1,add -> overlap -> invert -> add -> invert -> add -> subtract -> reflect_h -> invert -> add -> subtract -> add,"[""add"",""overlap"",""invert"",""add"",""invert"",""add"",""subtract"",""reflect_h"",""invert"",""add"",""subtract"",""add""]","[""add"",""overlap"",""invert"",""add"",""invert"",""add"",""subtract"",""reflect_h"",""invert"",""add"",""subtract"",""add""]","[""W1 = add(H334, H340)"",""W2 = overlap(W1, H340)"",""W3 = invert(W2)"",""W4 = add(W3, H334)"",""W5 = invert(W4)"",""W6 = add(H336, line_h)"",""W7 = subtract(W6, line_h)"",""W8 = reflect_h(W7)"",""W9 = invert(W1)"",""W10 = add(W2, W9)"",""W11 = subtract(W10, H334)"",""W12 = add(W11, H339)""]","W1 = add(H334, H340) ; W2 = overlap(W1, H340) ; W3 = invert(W2) ; W4 = add(W3, H334) ; W5 = invert(W4) ; W6 = add(H336, line_h) ; W7 = subtract(W6, line_h) ; W8 = reflect_h(W7) ; W9 = invert(W1) ; W10 = add(W2, W9) ; W11 = subtract(W10, H334) ; W12 = add(W11, H339)",add|overlap|invert|add|invert|add|subtract|reflect_h|invert|add|subtract|add,12,622.808
P_1769252147621_u8aeiyq60,20,12,12,1,invert -> add,"[""invert"",""add""]","[""invert"",""add""]","[""W1 = invert(H343)"",""W2 = add(W1, square)""]","W1 = invert(H343) ; W2 = add(W1, square)",invert|add,2,15.441
P_1769252147621_u8aeiyq60,20,13,13,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H338, H334)""]","W1 = subtract(H338, H334)",subtract,1,15.173
P_1769252147621_u8aeiyq60,20,14,14,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H338, H339)""]","W1 = subtract(H338, H339)",subtract,1,8.829
P_1769261232574_hyj3c7t22,21,1,1,1,add -> reflect_h -> add -> reflect_v -> add,"[""add"",""reflect_h"",""add"",""reflect_v"",""add""]","[""add"",""reflect_h"",""add"",""reflect_v"",""add""]","[""W1 = add(line_v, line_h)"",""W2 = reflect_h(W1)"",""W3 = add(W2, line_h)"",""W4 = reflect_v(W3)"",""W5 = add(W4, line_v)""]","W1 = add(line_v, line_h) ; W2 = reflect_h(W1) ; W3 = add(W2, line_h) ; W4 = reflect_v(W3) ; W5 = add(W4, line_v)",add|reflect_h|add|reflect_v|add,5,63.873
P_1769261232574_hyj3c7t22,21,2,2,1,add -> add,"[""add"",""add""]","[""add"",""add""]","[""W1 = add(H347, line_v)"",""W2 = add(W1, square)""]","W1 = add(H347, line_v) ; W2 = add(W1, square)",add|add,2,37.932
P_1769261232574_hyj3c7t22,21,3,3,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H349)""]",W1 = invert(H349),invert,1,10.51
P_1769261232574_hyj3c7t22,21,4,4,1,subtract -> reflect_h -> overlap,"[""subtract"",""reflect_h"",""overlap""]","[""subtract"",""reflect_h"",""overlap""]","[""W1 = subtract(square, diag)"",""W2 = reflect_h(W1)"",""W3 = overlap(W1, W2)""]","W1 = subtract(square, diag) ; W2 = reflect_h(W1) ; W3 = overlap(W1, W2)",subtract|reflect_h|overlap,3,85.397
P_1769261232574_hyj3c7t22,21,5,5,1,reflect_h -> add -> add,"[""reflect_h"",""add"",""add""]","[""reflect_h"",""add"",""add""]","[""W1 = reflect_h(diag)"",""W2 = add(W1, diag)"",""W3 = add(square, W2)""]","W1 = reflect_h(diag) ; W2 = add(W1, diag) ; W3 = add(square, W2)",reflect_h|add|add,3,53.152
P_1769261232574_hyj3c7t22,21,6,6,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H355)""]",W1 = invert(H355),invert,1,8.068
P_1769261232574_hyj3c7t22,21,7,7,1,add,"[""add""]","[""add""]","[""W1 = add(H354, H348)""]","W1 = add(H354, H348)",add,1,14.151
P_1769261232574_hyj3c7t22,21,8,8,1,subtract -> invert -> add -> invert -> subtract,"[""subtract"",""invert"",""add"",""invert"",""subtract""]","[""subtract"",""invert"",""add"",""invert"",""subtract""]","[""W1 = subtract(H356, H354)"",""W2 = invert(H349)"",""W3 = add(W1, W2)"",""W4 = invert(W3)"",""W5 = subtract(W4, square)""]","W1 = subtract(H356, H354) ; W2 = invert(H349) ; W3 = add(W1, W2) ; W4 = invert(W3) ; W5 = subtract(W4, square)",subtract|invert|add|invert|subtract,5,211.248
P_1769261232574_hyj3c7t22,21,9,9,1,add,"[""add""]","[""add""]","[""W1 = add(H361, square)""]","W1 = add(H361, square)",add,1,5.867
P_1769261232574_hyj3c7t22,21,10,10,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(H360, square)"",""W2 = invert(W1)""]","W1 = add(H360, square) ; W2 = invert(W1)",add|invert,2,27.731
P_1769261232574_hyj3c7t22,21,11,11,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H357)""]",W1 = invert(H357),invert,1,7.489
P_1769261232574_hyj3c7t22,21,12,12,1,invert -> invert -> add -> invert,"[""invert"",""invert"",""add"",""invert""]","[""invert"",""invert"",""add"",""invert""]","[""W1 = invert(H358)"",""W2 = invert(H361)"",""W3 = add(H358, H361)"",""W4 = invert(W3)""]","W1 = invert(H358) ; W2 = invert(H361) ; W3 = add(H358, H361) ; W4 = invert(W3)",invert|invert|add|invert,4,56.622
P_1769261232574_hyj3c7t22,21,13,13,1,invert -> add -> invert,"[""invert"",""add"",""invert""]","[""invert"",""add"",""invert""]","[""W1 = invert(H354)"",""W2 = add(H361, W1)"",""W3 = invert(W2)""]","W1 = invert(H354) ; W2 = add(H361, W1) ; W3 = invert(W2)",invert|add|invert,3,49.953
P_1769261232574_hyj3c7t22,21,14,14,1,invert -> add -> invert,"[""invert"",""add"",""invert""]","[""invert"",""add"",""invert""]","[""W1 = invert(H356)"",""W2 = add(H361, W1)"",""W3 = invert(W2)""]","W1 = invert(H356) ; W2 = add(H361, W1) ; W3 = invert(W2)",invert|add|invert,3,44.247
P_1769079140223_6obbhgpv0,22,1,1,0,add -> add -> reflect_d -> add -> add,"[""add"",""add"",""reflect_d"",""add"",""add""]","[""add"",""add"",""reflect_d"",""add"",""add""]","[""W1 = add(line_v, line_h)"",""W2 = add(diag, diag)"",""W3 = reflect_d(diag)"",""W4 = add(line_h, line_v)"",""W5 = add(line_v, line_h)""]","W1 = add(line_v, line_h) ; W2 = add(diag, diag) ; W3 = reflect_d(diag) ; W4 = add(line_h, line_v) ; W5 = add(line_v, line_h)",add|add|reflect_d|add|add,5,116.446
P_1769079140223_6obbhgpv0,22,2,2,1,add -> add -> reflect_v -> add -> reflect_h -> add,"[""add"",""add"",""reflect_v"",""add"",""reflect_h"",""add""]","[""add"",""add"",""reflect_v"",""add"",""reflect_h"",""add""]","[""W1 = add(square, line_h)"",""W2 = add(line_v, W1)"",""W3 = reflect_v(W2)"",""W4 = add(W3, line_v)"",""W5 = reflect_h(W4)"",""W6 = add(W5, line_h)""]","W1 = add(square, line_h) ; W2 = add(line_v, W1) ; W3 = reflect_v(W2) ; W4 = add(W3, line_v) ; W5 = reflect_h(W4) ; W6 = add(W5, line_h)",add|add|reflect_v|add|reflect_h|add,6,103.815
P_1769079140223_6obbhgpv0,22,3,3,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(H373, line_h)"",""W2 = invert(W1)""]","W1 = add(H373, line_h) ; W2 = invert(W1)",add|invert,2,21.949
P_1769079140223_6obbhgpv0,22,4,4,1,add -> add -> add -> add -> overlap -> reflect_v -> subtract -> add -> add -> reflect_d -> reflect_v -> add -> add -> reflect_v -> add -> overlap -> add -> add -> add -> subtract,"[""add"",""add"",""add"",""add"",""overlap"",""reflect_v"",""subtract"",""add"",""add"",""reflect_d"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""overlap"",""add"",""add"",""add"",""subtract""]","[""add"",""add"",""add"",""add"",""overlap"",""reflect_v"",""subtract"",""add"",""add"",""reflect_d"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""overlap"",""add"",""add"",""add"",""subtract""]","[""W1 = add(square, square)"",""W2 = add(square, diag)"",""W3 = add(W2, W2)"",""W4 = add(W3, W3)"",""W5 = overlap(diag, square)"",""W6 = reflect_v(W4)"",""W7 = subtract(square, diag)"",""W8 = add(W6, W6)"",""W9 = add(diag, diag)"",""W10 = reflect_d(diag)"",""W11 = reflect_v(diag)"",""W12 = add(W8, W8)"",""W13 = add(diag, diag)"",""W14 = reflect_v(diag)"",""W15 = add(W12, W12)"",""W16 = overlap(W14, square)"",""W17 = add(W5, W16)"",""W18 = add(square, W17)"",""W19 = add(square, square)"",""W20 = subtract(W7, W17)""]","W1 = add(square, square) ; W2 = add(square, diag) ; W3 = add(W2, W2) ; W4 = add(W3, W3) ; W5 = overlap(diag, square) ; W6 = reflect_v(W4) ; W7 = subtract(square, diag) ; W8 = add(W6, W6) ; W9 = add(diag, diag) ; W10 = reflect_d(diag) ; W11 = reflect_v(diag) ; W12 = add(W8, W8) ; W13 = add(diag, diag) ; W14 = reflect_v(diag) ; W15 = add(W12, W12) ; W16 = overlap(W14, square) ; W17 = add(W5, W16) ; W18 = add(square, W17) ; W19 = add(square, square) ; W20 = subtract(W7, W17)",add|add|add|add|overlap|reflect_v|subtract|add|add|reflect_d|reflect_v|add|add|reflect_v|add|overlap|add|add|add|subtract,20,415.94
P_1769079140223_6obbhgpv0,22,5,5,1,add -> add,"[""add"",""add""]","[""add"",""add""]","[""W1 = add(square, diag)"",""W2 = add(W1, H379)""]","W1 = add(square, diag) ; W2 = add(W1, H379)",add|add,2,31.681
P_1769079140223_6obbhgpv0,22,6,6,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H386)""]",W1 = invert(H386),invert,1,12.654
P_1769079140223_6obbhgpv0,22,7,7,1,invert -> add -> add -> reflect_v -> add -> reflect_h -> add -> add,"[""invert"",""add"",""add"",""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""invert"",""add"",""add"",""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""W1 = invert(H387)"",""W2 = add(diag, H382)"",""W3 = add(line_v, line_h)"",""W4 = reflect_v(line_v)"",""W5 = add(W3, W4)"",""W6 = reflect_h(line_h)"",""W7 = add(W6, W5)"",""W8 = add(W7, W2)""]","W1 = invert(H387) ; W2 = add(diag, H382) ; W3 = add(line_v, line_h) ; W4 = reflect_v(line_v) ; W5 = add(W3, W4) ; W6 = reflect_h(line_h) ; W7 = add(W6, W5) ; W8 = add(W7, W2)",invert|add|add|reflect_v|add|reflect_h|add|add,8,187.77
P_1769079140223_6obbhgpv0,22,8,8,1,overlap -> overlap,"[""overlap"",""overlap""]","[""overlap"",""overlap""]","[""W1 = overlap(H394, H394)"",""W2 = overlap(H393, H388)""]","W1 = overlap(H394, H394) ; W2 = overlap(H393, H388)",overlap|overlap,2,211.068
P_1769079140223_6obbhgpv0,22,9,9,1,add,"[""add""]","[""add""]","[""W1 = add(H395, square)""]","W1 = add(H395, square)",add,1,9.885
P_1769079140223_6obbhgpv0,22,10,10,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H396)""]",W1 = invert(H396),invert,1,7.172
P_1769079140223_6obbhgpv0,22,11,11,1,overlap -> add -> invert -> add,"[""overlap"",""add"",""invert"",""add""]","[""overlap"",""add"",""invert"",""add""]","[""W1 = overlap(H393, H388)"",""W2 = add(H393, W1)"",""W3 = invert(W2)"",""W4 = add(W1, W3)""]","W1 = overlap(H393, H388) ; W2 = add(H393, W1) ; W3 = invert(W2) ; W4 = add(W1, W3)",overlap|add|invert|add,4,53.838
P_1769079140223_6obbhgpv0,22,12,12,1,add -> invert -> add,"[""add"",""invert"",""add""]","[""add"",""invert"",""add""]","[""W1 = add(H399, H398)"",""W2 = invert(W1)"",""W3 = add(W2, square)""]","W1 = add(H399, H398) ; W2 = invert(W1) ; W3 = add(W2, square)",add|invert|add,3,40.456
P_1769079140223_6obbhgpv0,22,13,13,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H388, H395)""]","W1 = subtract(H388, H395)",subtract,1,16.302
P_1769079140223_6obbhgpv0,22,14,14,1,add,"[""add""]","[""add""]","[""W1 = add(H402, H400)""]","W1 = add(H402, H400)",add,1,15.067
P_1769102181261_f2nxrhrxk,23,1,1,1,add -> reflect_h -> overlap -> reflect_v -> add -> add -> add,"[""add"",""reflect_h"",""overlap"",""reflect_v"",""add"",""add"",""add""]","[""add"",""reflect_h"",""overlap"",""reflect_v"",""add"",""add"",""add""]","[""W1 = add(line_h, line_h)"",""W2 = reflect_h(line_h)"",""W3 = overlap(line_h, line_h)"",""W4 = reflect_v(line_v)"",""W5 = add(line_v, W4)"",""W6 = add(line_h, W2)"",""W7 = add(W5, W6)""]","W1 = add(line_h, line_h) ; W2 = reflect_h(line_h) ; W3 = overlap(line_h, line_h) ; W4 = reflect_v(line_v) ; W5 = add(line_v, W4) ; W6 = add(line_h, W2) ; W7 = add(W5, W6)",add|reflect_h|overlap|reflect_v|add|add|add,7,247.455
P_1769102181261_f2nxrhrxk,23,2,2,1,add -> add,"[""add"",""add""]","[""add"",""add""]","[""W1 = add(H406, H407)"",""W2 = add(W1, square)""]","W1 = add(H406, H407) ; W2 = add(W1, square)",add|add,2,39.928
P_1769102181261_f2nxrhrxk,23,3,3,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(H408, square)"",""W2 = invert(W1)""]","W1 = add(H408, square) ; W2 = invert(W1)",add|invert,2,33.14
P_1769102181261_f2nxrhrxk,23,4,4,0,reflect_h -> add,"[""reflect_h"",""add""]","[""reflect_h"",""add""]","[""W1 = reflect_h(diag)"",""W2 = add(W1, diag)""]","W1 = reflect_h(diag) ; W2 = add(W1, diag)",reflect_h|add,2,50.976
P_1769102181261_f2nxrhrxk,23,5,5,1,add,"[""add""]","[""add""]","[""W1 = add(H411, square)""]","W1 = add(H411, square)",add,1,16.973
P_1769102181261_f2nxrhrxk,23,6,6,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(H411, square)"",""W2 = invert(W1)""]","W1 = add(H411, square) ; W2 = invert(W1)",add|invert,2,33.374
P_1769102181261_f2nxrhrxk,23,7,7,1,add,"[""add""]","[""add""]","[""W1 = add(H408, H411)""]","W1 = add(H408, H411)",add,1,19.847
P_1769102181261_f2nxrhrxk,23,8,8,1,overlap,"[""overlap""]","[""overlap""]","[""W1 = overlap(H406, H407)""]","W1 = overlap(H406, H407)",overlap,1,129.585
P_1769102181261_f2nxrhrxk,23,9,9,1,overlap -> add,"[""overlap"",""add""]","[""overlap"",""add""]","[""W1 = overlap(H406, H407)"",""W2 = add(W1, square)""]","W1 = overlap(H406, H407) ; W2 = add(W1, square)",overlap|add,2,20.488
P_1769102181261_f2nxrhrxk,23,10,10,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H414)""]",W1 = invert(H414),invert,1,9.151
P_1769102181261_f2nxrhrxk,23,11,11,1,invert -> add,"[""invert"",""add""]","[""invert"",""add""]","[""W1 = invert(H408)"",""W2 = add(H413, W1)""]","W1 = invert(H408) ; W2 = add(H413, W1)",invert|add,2,44.133
P_1769102181261_f2nxrhrxk,23,12,12,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H409, H413)""]","W1 = subtract(H409, H413)",subtract,1,47.618
P_1769102181261_f2nxrhrxk,23,13,13,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H411, H413)""]","W1 = subtract(H411, H413)",subtract,1,11.618
P_1769102181261_f2nxrhrxk,23,14,14,1,add -> subtract,"[""add"",""subtract""]","[""add"",""subtract""]","[""W1 = add(H408, H411)"",""W2 = subtract(W1, H413)""]","W1 = add(H408, H411) ; W2 = subtract(W1, H413)",add|subtract,2,61.629
P_1769251832003_mcaylud0y,24,1,1,1,add -> reflect_v -> add -> reflect_h -> add,"[""add"",""reflect_v"",""add"",""reflect_h"",""add""]","[""add"",""reflect_v"",""add"",""reflect_h"",""add""]","[""W1 = add(line_h, line_v)"",""W2 = reflect_v(line_v)"",""W3 = add(W1, W2)"",""W4 = reflect_h(line_h)"",""W5 = add(W3, W4)""]","W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4)",add|reflect_v|add|reflect_h|add,5,86.208
P_1769251832003_mcaylud0y,24,2,2,1,add,"[""add""]","[""add""]","[""W1 = add(H418, square)""]","W1 = add(H418, square)",add,1,14.311
P_1769251832003_mcaylud0y,24,3,3,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(H418, square)"",""W2 = invert(W1)""]","W1 = add(H418, square) ; W2 = invert(W1)",add|invert,2,21.064
P_1769251832003_mcaylud0y,24,4,4,1,subtract -> reflect_h -> subtract,"[""subtract"",""reflect_h"",""subtract""]","[""subtract"",""reflect_h"",""subtract""]","[""W1 = subtract(square, diag)"",""W2 = reflect_h(diag)"",""W3 = subtract(W1, W2)""]","W1 = subtract(square, diag) ; W2 = reflect_h(diag) ; W3 = subtract(W1, W2)",subtract|reflect_h|subtract,3,79.349
P_1769251832003_mcaylud0y,24,5,5,1,add -> reflect_h -> add,"[""add"",""reflect_h"",""add""]","[""add"",""reflect_h"",""add""]","[""W1 = add(square, diag)"",""W2 = reflect_h(diag)"",""W3 = add(W1, W2)""]","W1 = add(square, diag) ; W2 = reflect_h(diag) ; W3 = add(W1, W2)",add|reflect_h|add,3,164.39
P_1769251832003_mcaylud0y,24,6,6,1,add -> add -> invert,"[""add"",""add"",""invert""]","[""add"",""add"",""invert""]","[""W1 = add(square, diag)"",""W2 = add(W1, H419)"",""W3 = invert(W2)""]","W1 = add(square, diag) ; W2 = add(W1, H419) ; W3 = invert(W2)",add|add|invert,3,58.572
P_1769251832003_mcaylud0y,24,7,7,1,add -> subtract -> add -> add -> add,"[""add"",""subtract"",""add"",""add"",""add""]","[""add"",""subtract"",""add"",""add"",""add""]","[""W1 = add(H420, H418)"",""W2 = subtract(W1, square)"",""W3 = add(W2, diag)"",""W4 = add(H418, H419)"",""W5 = add(W4, diag)""]","W1 = add(H420, H418) ; W2 = subtract(W1, square) ; W3 = add(W2, diag) ; W4 = add(H418, H419) ; W5 = add(W4, diag)",add|subtract|add|add|add,5,117.82
P_1769251832003_mcaylud0y,24,8,8,1,add -> subtract,"[""add"",""subtract""]","[""add"",""subtract""]","[""W1 = add(H421, square)"",""W2 = subtract(H418, W1)""]","W1 = add(H421, square) ; W2 = subtract(H418, W1)",add|subtract,2,98.565
P_1769251832003_mcaylud0y,24,9,9,1,subtract -> add,"[""subtract"",""add""]","[""subtract"",""add""]","[""W1 = subtract(H418, H421)"",""W2 = add(W1, square)""]","W1 = subtract(H418, H421) ; W2 = add(W1, square)",subtract|add,2,37.098
P_1769251832003_mcaylud0y,24,10,10,1,subtract -> add -> invert,"[""subtract"",""add"",""invert""]","[""subtract"",""add"",""invert""]","[""W1 = subtract(H418, H421)"",""W2 = add(square, W1)"",""W3 = invert(W2)""]","W1 = subtract(H418, H421) ; W2 = add(square, W1) ; W3 = invert(W2)",subtract|add|invert,3,37.294
P_1769251832003_mcaylud0y,24,11,11,0,invert -> add -> add -> subtract,"[""invert"",""add"",""add"",""subtract""]","[""invert"",""add"",""add"",""subtract""]","[""W1 = invert(H418)"",""W2 = add(W1, square)"",""W3 = add(W2, H422)"",""W4 = subtract(W3, square)""]","W1 = invert(H418) ; W2 = add(W1, square) ; W3 = add(W2, H422) ; W4 = subtract(W3, square)",invert|add|add|subtract,4,85.315
P_1769251832003_mcaylud0y,24,12,12,1,add -> subtract -> subtract,"[""add"",""subtract"",""subtract""]","[""add"",""subtract"",""subtract""]","[""W1 = add(H422, H418)"",""W2 = subtract(H422, square)"",""W3 = subtract(W1, W2)""]","W1 = add(H422, H418) ; W2 = subtract(H422, square) ; W3 = subtract(W1, W2)",add|subtract|subtract,3,51.208
P_1769251832003_mcaylud0y,24,13,13,1,subtract -> add -> subtract,"[""subtract"",""add"",""subtract""]","[""subtract"",""add"",""subtract""]","[""W1 = subtract(H422, square)"",""W2 = add(diag, H419)"",""W3 = subtract(W2, W1)""]","W1 = subtract(H422, square) ; W2 = add(diag, H419) ; W3 = subtract(W2, W1)",subtract|add|subtract,3,44.893
P_1769251832003_mcaylud0y,24,14,14,1,add -> add -> subtract,"[""add"",""add"",""subtract""]","[""add"",""add"",""subtract""]","[""W1 = add(H418, H419)"",""W2 = add(W1, diag)"",""W3 = subtract(W2, H423)""]","W1 = add(H418, H419) ; W2 = add(W1, diag) ; W3 = subtract(W2, H423)",add|add|subtract,3,33.722
P_1769029307983_85g37540x,25,1,1,1,reflect_h -> add -> reflect_v -> add -> add,"[""reflect_h"",""add"",""reflect_v"",""add"",""add""]","[""reflect_h"",""add"",""reflect_v"",""add"",""add""]","[""W1 = reflect_h(line_h)"",""W2 = add(line_h, W1)"",""W3 = reflect_v(line_v)"",""W4 = add(line_v, W3)"",""W5 = add(W2, W4)""]","W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = add(W2, W4)",reflect_h|add|reflect_v|add|add,5,117.226
P_1769029307983_85g37540x,25,2,2,1,add -> reflect_v -> reflect_h -> add -> add -> add -> add,"[""add"",""reflect_v"",""reflect_h"",""add"",""add"",""add"",""add""]","[""add"",""reflect_v"",""reflect_h"",""add"",""add"",""add"",""add""]","[""W1 = add(square, square)"",""W2 = reflect_v(line_v)"",""W3 = reflect_h(line_h)"",""W4 = add(line_v, W2)"",""W5 = add(W3, line_h)"",""W6 = add(W5, W4)"",""W7 = add(square, W6)""]","W1 = add(square, square) ; W2 = reflect_v(line_v) ; W3 = reflect_h(line_h) ; W4 = add(line_v, W2) ; W5 = add(W3, line_h) ; W6 = add(W5, W4) ; W7 = add(square, W6)",add|reflect_v|reflect_h|add|add|add|add,7,65.173
P_1769029307983_85g37540x,25,3,3,1,reflect_h -> reflect_v -> reflect_v -> reflect_h -> add -> add -> add -> add,"[""reflect_h"",""reflect_v"",""reflect_v"",""reflect_h"",""add"",""add"",""add"",""add""]","[""reflect_h"",""reflect_v"",""reflect_v"",""reflect_h"",""add"",""add"",""add"",""add""]","[""W1 = reflect_h(line_v)"",""W2 = reflect_v(line_h)"",""W3 = reflect_v(line_v)"",""W4 = reflect_h(line_h)"",""W5 = add(line_h, W4)"",""W6 = add(line_v, W3)"",""W7 = add(W5, W6)"",""W8 = add(square, W7)""]","W1 = reflect_h(line_v) ; W2 = reflect_v(line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_h) ; W5 = add(line_h, W4) ; W6 = add(line_v, W3) ; W7 = add(W5, W6) ; W8 = add(square, W7)",reflect_h|reflect_v|reflect_v|reflect_h|add|add|add|add,8,66.823
P_1769029307983_85g37540x,25,4,4,0,reflect_h,"[""reflect_h""]","[""reflect_h""]","[""W1 = reflect_h(diag)""]",W1 = reflect_h(diag),reflect_h,1,152.45
P_1769029307983_85g37540x,25,5,5,1,add -> reflect_h -> add,"[""add"",""reflect_h"",""add""]","[""add"",""reflect_h"",""add""]","[""W1 = add(square, diag)"",""W2 = reflect_h(diag)"",""W3 = add(W1, W2)""]","W1 = add(square, diag) ; W2 = reflect_h(diag) ; W3 = add(W1, W2)",add|reflect_h|add,3,18.054
P_1769029307983_85g37540x,25,6,6,1,add -> reflect_v -> add -> invert,"[""add"",""reflect_v"",""add"",""invert""]","[""add"",""reflect_v"",""add"",""invert""]","[""W1 = add(square, diag)"",""W2 = reflect_v(diag)"",""W3 = add(W1, W2)"",""W4 = invert(W3)""]","W1 = add(square, diag) ; W2 = reflect_v(diag) ; W3 = add(W1, W2) ; W4 = invert(W3)",add|reflect_v|add|invert,4,21.19
P_1769029307983_85g37540x,25,7,7,1,reflect_v -> reflect_h -> add -> add -> reflect_h -> add -> add -> add,"[""reflect_v"",""reflect_h"",""add"",""add"",""reflect_h"",""add"",""add"",""add""]","[""reflect_v"",""reflect_h"",""add"",""add"",""reflect_h"",""add"",""add"",""add""]","[""W1 = reflect_v(line_v)"",""W2 = reflect_h(line_h)"",""W3 = add(line_h, W2)"",""W4 = add(W1, line_v)"",""W5 = reflect_h(diag)"",""W6 = add(diag, W5)"",""W7 = add(W4, W3)"",""W8 = add(W7, W6)""]","W1 = reflect_v(line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(W1, line_v) ; W5 = reflect_h(diag) ; W6 = add(diag, W5) ; W7 = add(W4, W3) ; W8 = add(W7, W6)",reflect_v|reflect_h|add|add|reflect_h|add|add|add,8,40.294
P_1769029307983_85g37540x,25,8,8,1,reflect_v -> add -> reflect_h -> add -> overlap,"[""reflect_v"",""add"",""reflect_h"",""add"",""overlap""]","[""reflect_v"",""add"",""reflect_h"",""add"",""overlap""]","[""W1 = reflect_v(line_v)"",""W2 = add(line_v, W1)"",""W3 = reflect_h(line_h)"",""W4 = add(line_h, W3)"",""W5 = overlap(W4, W2)""]","W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h) ; W4 = add(line_h, W3) ; W5 = overlap(W4, W2)",reflect_v|add|reflect_h|add|overlap,5,34.017
P_1769029307983_85g37540x,25,9,9,1,reflect_h -> reflect_v -> add -> add -> overlap -> add,"[""reflect_h"",""reflect_v"",""add"",""add"",""overlap"",""add""]","[""reflect_h"",""reflect_v"",""add"",""add"",""overlap"",""add""]","[""W1 = reflect_h(line_h)"",""W2 = reflect_v(line_v)"",""W3 = add(W1, line_h)"",""W4 = add(W2, line_v)"",""W5 = overlap(W4, W3)"",""W6 = add(square, W5)""]","W1 = reflect_h(line_h) ; W2 = reflect_v(line_v) ; W3 = add(W1, line_h) ; W4 = add(W2, line_v) ; W5 = overlap(W4, W3) ; W6 = add(square, W5)",reflect_h|reflect_v|add|add|overlap|add,6,32.149
